date_debut;date_fin;type_evenement;titre_activite;affluence_domaine;description;lieu;horaires;tarif_adultes_plein;tarif_reduit_supp;duree_estimee;adapte_enfants;adapte_pmr;url_source
12/10/2025;12/10/2025;Billet combiné;BILLET D'ENTRÉE + VISITE EN RÉALITÉ VIRTUELLE;Non applicable;Découvrez notre offre combinée comprenant un billet d'entrée au choix (Château ou Passeport) + une expérience de réalité virtuelle hors normes.;Non précisé;Non précisé;45.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;12/10/2025;Billet combiné;BILLET DOMAINE DE TRIANON + TEA TIME (LA PETITE VENISE);faible;Ce billet donne accès au domaine de Trianon: Grand Trianon, Petit Trianon, Hameau de la Reine et leurs jardins ainsi qu'à un Tea Time au restaurant La Petite Venise.;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;12/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château matin);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Ouverture Château 9h00;Non précisé;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;12/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château à partir de 11h et 13h);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Accès Château à partir de 11h et 13h;Non précisé;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
13/10/2025;13/10/2025;Accès;Jardins;Non applicable;Ouverts au public;LES JARDINS;Ouverts de 7h00 à 20h30;Non précisé;Non précisé;Libre;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-13
13/10/2025;13/10/2025;Accès;Parc;faible;Ouvert au public;LE PARC;Ouvert de 7h00 à 20h30;Non précisé;Non précisé;Libre;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-13
13/10/2025;13/10/2025;Fermeture;LE CHÂTEAU;Non applicable;Fermé au public;LE CHÂTEAU;Fermé;Non précisé;Non précisé;Non applicable;Non applicable;Non applicable;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-13
13/10/2025;13/10/2025;Fermeture;LE DOMAINE DE TRIANON;Non applicable;Fermé au public;LE DOMAINE DE TRIANON;Fermé;Non précisé;Non précisé;Non applicable;Non applicable;Non applicable;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-13
14/10/2025;14/10/2025;Expérience VR;RÉALITÉ VIRTUELLE - LES JARDINS DISPARUS DU ROI SOLEIL;Non applicable;Pour la première fois, le château de Versailles ouvre ses portes pour un extraordinaire voyage dans le temps en réalité virtuelle! Plongez en 1682 et suivez André Le Nôtre, le jardinier de Louis XIV, pour une visite inédite de jardins aujourd'hui disparus.;Non précisé;Non précisé;15.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;15/02/2026;Exposition;LE GRAND DAUPHIN (1661-1711), FILS DE ROI, PÈRE DE ROI ET JAMAIS ROI;Non applicable;Cet hiver, le château de Versailles présente une exposition consacrée au Grand Dauphin, fils aîné de Louis XIV. À travers près de 250 œuvres issues de collections françaises et internationales, le parcours retrace la vie de ce prince méconnu, héritier du trône, qui fut au cœur des ambitions dynastiques des Bourbons sans jamais régner, mais dont l'éducation, les résidences et le goût pour les arts témoignent du destin qui lui était promis.;LE CHÂTEAU;Du 14 octobre 2025 au 15 février 2026;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;14/10/2025;Événement;JARDINS MUSICAUX;Non applicable;LES JARDINS MUSICAUX 2025;Jardins;9h00;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;14/10/2025;Opéra;ROSSINI: CENDRILLON;Non applicable;Non précisé;Opéra Royal;20h00;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;14/10/2025;Visite guidée;VISITE GUIDÉE - APPARTEMENTS PRIVÉS DES ROIS;Non applicable;Découvrez l'atmosphère intime et le décor raffiné des pièces à vivre : la salle à manger, le cabinet de la Pendule et le salon de jeux.;Non précisé;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;14/10/2025;Activité Famille;VISITE CONTÉE - MON TOUT PETIT JARDIN;Non applicable;Une visite en douceur pour une première découverte multisensorielle des jardins de Trianon.;Jardins de Trianon;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;14/10/2025;Billet combiné;BILLET D'ENTRÉE + VISITE EN RÉALITÉ VIRTUELLE;Non applicable;Découvrez notre offre combinée comprenant un billet d'entrée au choix (Château ou Passeport) + une expérience de réalité virtuelle hors normes.;Non précisé;Non précisé;45.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;14/10/2025;Billet combiné;BILLET DOMAINE DE TRIANON + TEA TIME (LA PETITE VENISE);faible;Ce billet donne accès au domaine de Trianon: Grand Trianon, Petit Trianon, Hameau de la Reine et leurs jardins ainsi qu'à un Tea Time au restaurant La Petite Venise.;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;14/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château matin);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Ouverture Château 9h00;Non précisé;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;14/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château à partir de 11h et 13h);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Accès Château à partir de 11h et 13h;Non précisé;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
15/10/2025;15/02/2026;Exposition;LE GRAND DAUPHIN (1661-1711), FILS DE ROI, PÈRE DE ROI ET JAMAIS ROI;Non applicable;Cet hiver, le château de Versailles présente une exposition consacrée au Grand Dauphin, fils aîné de Louis XIV. À travers près de 250 œuvres issues de collections françaises et internationales, le parcours retrace la vie de ce prince méconnu, héritier du trône, qui fut au cœur des ambitions dynastiques des Bourbons sans jamais régner, mais dont l'éducation, les résidences et le goût pour les arts témoignent du destin qui lui était promis.;LE CHÂTEAU;Du 14 octobre 2025 au 15 février 2026;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;15/10/2025;Événement;JARDINS MUSICAUX;Non applicable;LES JARDINS MUSICAUX 2025;Jardins;9h00;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;15/10/2025;Visite guidée;VISITE GUIDÉE - APPARTEMENTS PRIVÉS DES ROIS;Non applicable;Découvrez l'atmosphère intime et le décor raffiné des pièces à vivre : la salle à manger, le cabinet de la Pendule et le salon de jeux.;Non précisé;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;15/10/2025;Activité Famille;VISITE TOUT PETIT - VERSAILLES DU BOUT DES DOIGTS;Non applicable;Une visite basée sur la manipulation et le toucher des tout-petits avec des outils de médiation évoquant toutes les matières visibles à Versailles;Non précisé;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;15/10/2025;Activité Famille;VISITE FAMILLE - PETITS CHASSEURS DE TRÉSORS: LA LETTRE MYSTÉRIEUSE;Non applicable;Tout Versailles est intrigué. Mais quelle est cette lettre qui parle de trésors à Versailles écrite par un petit page vénitien appelé Marco ?;Non précisé;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;15/10/2025;Billet combiné;BILLET D'ENTRÉE + VISITE EN RÉALITÉ VIRTUELLE;Non applicable;Découvrez notre offre combinée comprenant un billet d'entrée au choix (Château ou Passeport) + une expérience de réalité virtuelle hors normes.;Non précisé;Non précisé;45.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;15/10/2025;Billet combiné;BILLET DOMAINE DE TRIANON + TEA TIME (LA PETITE VENISE);faible;Ce billet donne accès au domaine de Trianon: Grand Trianon, Petit Trianon, Hameau de la Reine et leurs jardins ainsi qu'à un Tea Time au restaurant La Petite Venise.;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24.00 €;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;15/02/2026;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château matin);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Ouverture Château 9h00;Non précisé;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;15/02/2026;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château à partir de 11h et 13h);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Accès Château à partir de 11h et 13h;Non précisé;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
;;Hébergement;Le Grand Contrôle (Hôtel Airelles);Non applicable;Hôtel de luxe;Sur le Domaine / Château (proximité immédiate);Non applicable;Non précisé;Non précisé;Non applicable;Non applicable;Non précisé;Non précisé
;;Hébergement;Hôtel Mercure Versailles Château;Non applicable;Hôtel au centre-ville historique;Proche (Centre-ville historique, à deux pas du Château);Non applicable;À partir de 152,53 € / nuit;Non précisé;Non applicable;Non applicable;Non précisé;Non précisé
;;Hébergement;Hotel des Lys;Non applicable;Hôtel en ville;Proche (1 km du château de la ville);Non applicable;Non précisé;Non précisé;Non applicable;Non applicable;Oui;Non précisé
;;Transport;Voiturette / Véhicule électrique (Location);Non applicable;Déplacement dans le Parc/Jardins;Parc/Jardins;Non applicable;Non précisé;Non précisé;Non précisé;Non applicable;Oui;Non précisé
;;Transport;Petit Train;Non applicable;Circuit touristique dans le Domaine;Domaine;Non applicable;Non précisé;Non précisé;Non précisé;Non applicable;Non précisé;Non précisé
;;Transport;Barque (Location);Non applicable;Grand Canal;Grand Canal;Non applicable;Non précisé;Non précisé;Non précisé;Non applicable;Non précisé;Non précisé
;;Transport;Accès au Parc en voiture;Non applicable;Droit d'accès au Parc;Parc;Non applicable;12 €;Gratuit (PMR/CMI);Non précisé;Non applicable;Oui;Non précisé
;;Transport;Accès Parc et Jardins;Non applicable;À pied / à vélo;Parc et Jardins;Ouvert 7h00 - 20h30;Gratuit;Non applicable;Libre;Non applicable;Oui;Non précisé
;;Transport;Fauteuil Roulant (Prêt);Non applicable;Déplacement dans les intérieurs (Château, Trianon);Château, Trianon;Non applicable;Gratuit;Non applicable;Non précisé;Non applicable;Oui;Non précisé
;;Transport;Transport Adapté (Externe);Non applicable;Navettes (hors domaine);Île-de-France;Non applicable;Non précisé;Non précisé;Non précisé;Non applicable;Oui;Non précisé
;;Billet;Passeport (Accès Domaine complet + Jardins payants);Non applicable;Accès à tout le Domaine (Château + Trianon + Jardins + Parc + Expos);Domaine complet;Non applicable;32 €;10 €;Non précisé;Non applicable;Non précisé;Non précisé
;;Billet;Billet Château (Visite libre Château);Non applicable;Accès au Château (Galerie des Glaces, Grands Appartements, Expos temporaires, Parc);Château;Non applicable;21 €;13 €;Non précisé;Non applicable;Non précisé;Non précisé
;;Billet;Billet Domaine de Trianon (Visite libre);Non applicable;Accès au Domaine de Trianon (Grand/Petit Trianon, Hameau de la Reine, Jardins du Trianon);Domaine de Trianon;Ouvert 12h00 - 18h30;12 €;8 €;Non précisé;Non applicable;Non précisé;Non précisé
;;Billet;Jardins Musicaux / Grandes Eaux Musicales (Accès Jardins seuls);Non applicable;Accès aux Jardins uniquement les jours de spectacle (avril à octobre);Jardins;9h00;10 € / 9 €;Gratuit (-5 ans);Non précisé;Non applicable;Non précisé;Non précisé
;;Billet;VR "Jardins Disparus du Roi Soleil" (Billet seul);Non applicable;Expérience VR seule (doit être combinée à un billet d'entrée);Non précisé;Non applicable;15 €;Non précisé;Non précisé;Non applicable;Non précisé;Non précisé
;;Billet;Billet d'entrée + Visite en Réalité Virtuelle;Non applicable;Billet Château + Expérience VR;Non précisé;Non applicable;35 €;Non précisé;Non précisé;Non applicable;Non précisé;Non précisé
;;Billet;Passeport + Visite en Réalité Virtuelle;Non applicable;Passeport + Expérience VR;Non précisé;Non applicable;45 €;Non précisé;Non précisé;Non applicable;Non précisé;Non précisé
;;Billet;Passeport + Balade en Barque;Non applicable;Passeport + 1h de balade en barque sur le Grand Canal;Grand Canal;Non applicable;74 €;Non précisé;1h;Non applicable;Non précisé;Non précisé
;;Billet;Passeport + Pause Gourmande (La Petite Venise);Non applicable;Passeport + Déjeuner au restaurant La Petite Venise;La Petite Venise;Non applicable;Dès 108 €;Non précisé;Non précisé;Non applicable;Non précisé;Non précisé
;;Billet;Billet Domaine de Trianon + Tea Time (La Petite Venise);Non applicable;Billet Domaine Trianon + Tea Time;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24 €;Non précisé;Non précisé;Non applicable;Non précisé;Non précisé
;;Abonnement;Carte "1 an à Versailles" SOLO;Non applicable;Accès illimité et coupe-file au Domaine;Domaine complet;Non applicable;Dès 65 €;Non précisé;1 an;Non applicable;Non précisé;Non précisé
;;Abonnement;Carte "1 an à Versailles" DUO;Non applicable;Accès illimité et coupe-file au Domaine pour 2 personnes;Domaine complet;Non applicable;Dès 98 €;Non précisé;1 an;Non applicable;Non précisé;Non précisé
;;Abonnement;Carte Abonnement Jardins;Non applicable;Accès illimité aux Grandes Eaux Musicales et Jardins Musicaux;Jardins;Non applicable;25 €;Non précisé;1 an;Non applicable;Non précisé;Non précisé
;;Activité;Visite Guidée (supplément au droit d'entrée);Non applicable;Visite d'espaces spécifiques (ex: Appartements privés);Château/Trianon;Non applicable;10 €;7 €;1h30;Non applicable;Non précisé;Non précisé
;;Activité;Visite/Atelier Famille (supplément au droit d'entrée);Non applicable;Activité pédagogique ou ludique pour les familles;Château/Trianon/Jardins;Non applicable;10 €;Gratuit (-10 ans);Non précisé;Oui;Non précisé;Non précisé
25/11/2025;03/05/2026;Exposition;1725. Des alliés amérindiens à la cour de Louis XV;Non applicable;Exposition coorganisée avec le musée du quai Branly-Jacques Chirac. L'exposition revient sur cette rencontre marquante et explore les liens entre la France et les nations autochtones d'Amérique du Nord au XVIIIe siècle.;Château (non précisé);Du 25 novembre 2025 au 3 mai 2026;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
14/10/2025;15/02/2026;Exposition;Le Grand Dauphin (1661-1711) Fils de roi, père de roi et jamais roi;Non applicable;Le château de Versailles consacre une exposition au fils de Louis XIV, grand collectionneur et personnage central du Grand Siècle.;LE CHÂTEAU;Du 14 octobre 2025 au 15 février 2026;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
03/06/2025;28/09/2025;Exposition;Le génie et la majesté : Louis XIV par Le Bernin;Non applicable;L'exposition permettra au public de découvrir l'histoire de cette œuvre emblématique des collections du château de Versailles et un chef-d'œuvre du XVIIe siècle.;Non précisé;Du 3 juin au 28 septembre 2025;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
21/01/2025;25/05/2025;Exposition;Guillaume Bresson - Versailles;Non applicable;Le château de Versailles présente la première exposition rétrospective de l'artiste contemporain Guillaume Bresson, dans les Salles d'Afrique.;Salles d'Afrique;Du 21 janvier au 25 mai 2025;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
07/05/2025;13/07/2025;Exposition;Biennale d'architecture et de paysage;Non applicable;Exposition à La Petite Ecurie.;La Petite Ecurie;Du 7 mai au 13 juillet 2025;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
01/10/2024;12/01/2025;Exposition;« Zeus », le cheval métallique des Jeux olympiques invité à Versailles;Non applicable;L'emblématique cheval de la cérémonie d'ouverture des Jeux olympiques exposé à Versailles.;Non précisé;Du 1er octobre au 12 janvier 2025;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
02/07/2024;03/11/2024;Exposition;Cheval en majesté, au cœur d'une civilisation;Non applicable;Grande exposition consacrée au cheval et à la civilisation équestre à une échelle sans précédent.;Non précisé;Du 2 juillet au 3 novembre 2024;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
18/06/2024;29/09/2024;Exposition;Eva Jospin - Versailles;Non applicable;L'artiste contemporaine Eva Jospin expose son œuvre "Chambre de soie" à l'Orangerie du Château de Versailles.;Orangerie;Du 18 juin au 29 septembre 2024;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
14/06/2025;21/09/2025;Exposition;Versailles et Marly sous terre - 40 années d'archéologie;Non applicable;Exposition au Domaine de Marly invitant les visiteurs à explorer quarante ans d'archéologie dans les domaines du Roi-Soleil.;Domaine de Marly;Du 14 juin au 21 septembre 2025;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé
;;Restauration;Château de Versailles - Le Grand Contrôle (Alain Ducasse);Non applicable;Hôtel Le Grand Contrôle (domaine);Non applicable;Non applicable;300 € (Dîner - Festin Royal);160 € (Brunch);Non applicable;Non applicable;Non précisé;Non précisé
;;Restauration;ore (Ducasse au château de Versailles);Non applicable;Restaurant, un café accessible à tous en journée (Pavillon Dufour);Pavillon Dufour (1er étage du Château);9h00 - 17h30;85 € (Déjeuner);52 € (Petit-déjeuner);Non applicable;Non applicable;Non précisé;Non précisé
;;Restauration;Restaurant Angelina (Château);Non applicable;Restaurant et salon de thé;1er étage du Château;10h00 - 18h30 (Haute Saison);Non précisé;Non précisé;Non applicable;Non applicable;Non précisé;Non précisé
;;Restauration;Restaurant Angelina (Petit Trianon);Non applicable;Salon de thé/Restauration;Petit Trianon;Non applicable;Non précisé;Non précisé;Non applicable;Non applicable;Non précisé;Non précisé
;;Restauration;La Petite Venise;Non applicable;Restaurant/Tea Time au bord du Grand Canal;Dans le Parc/Grand Canal;Non applicable;24 € (Tea Time);Non précisé;Non applicable;Non applicable;Non précisé;Non précisé
;;Restauration;La Flottille;Non applicable;Restaurant/Tea Time au bord du Grand Canal;Dans le Parc/Grand Canal;Non applicable;24 € (Tea Time);Non précisé;Non applicable;Non applicable;Non précisé;Non précisé
;;Restauration;Grand Café d'Orléans;Non applicable;Café/Restauration;Palais, niveau jardin;Non applicable;Non précisé;Non précisé;Non applicable;Non applicable;Non précisé;Non précisé
;;Restauration;La Girandole;Non applicable;Café – Restaurant (sandwichs, salades, plats chauds);Jardins (Bosquet de la Girandole);Non applicable;Non précisé;Non précisé;Non applicable;Non applicable;Non précisé;Non précisé