date;type_d_evenement;titre;affluence;description;lieu;horaires;tarif;duree_de_visite;adapte_enfants;adapte_PMR;URL_source
10/10/2025;Exposition;EXPOSITION/ LE DOMAINE DE MARLY - VERSAILLES ET MARLY SOUS TERRE;Non applicable;Du 14 juin au 12 octobre 2025, une exposition organisée par le Château de Versailles au Pavillon des chasses présidentielles dans le parc de Marly présente les principaux objets mis au jour lors de chantiers archéologiques menés à Versailles, à Trianon et à Marly depuis 1985, en amont de travaux de restauration ou pour des projets de recherches et d'études.;Pavillon des chasses présidentielles dans le parc de Marly;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
10/10/2025;Événement;JARDINS MUSICAUX;Non applicable;LES JARDINS MUSICAUX 2025;Jardins;9h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
10/10/2025;Événement;HAENDEL: THEODORA;Non applicable;Non précisé;Chapelle Royale;20h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
10/10/2025;Visite guidée;VISITE GUIDÉE - APPARTEMENTS PRIVÉS DES ROIS;Non applicable;Découvrez l'atmosphère intime et le décor raffiné des pièces à vivre : la salle à manger, le cabinet de la Pendule et le salon de jeux.;Non précisé;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
10/10/2025;Visite guidée;VISITE GUIDÉE - LOUIS-PHILIPPE EN FAMILLE À TRIANON;Non applicable;Louis-Philippe fut le dernier souverain à se consacrer à l'aménagement du Grand Trianon afin d'y installer sa nombreuse famille.;Grand Trianon;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
10/10/2025;Billet combiné;BILLET D'ENTRÉE + VISITE EN RÉALITÉ VIRTUELLE;Non applicable;Découvrez notre offre combinée comprenant un billet d'entrée au choix (Château ou Passeport) + une expérience de réalité virtuelle hors normes.;Non précisé;Non précisé;45.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
10/10/2025;Billet combiné;BILLET DOMAINE DE TRIANON + TEA TIME (LA PETITE VENISE);faible;Ce billet donne accès au domaine de Trianon: Grand Trianon, Petit Trianon, Hameau de la Reine et leurs jardins ainsi qu'à un Tea Time au restaurant La Petite Venise.;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
10/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château matin);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Ouverture Château 9h00;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
10/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château à partir de 11h et 13h);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Accès Château à partir de 11h et 13h;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-10
11/10/2025;Expérience VR;RÉALITÉ VIRTUELLE - LES JARDINS DISPARUS DU ROI SOLEIL;Non applicable;Pour la première fois, le château de Versailles ouvre ses portes pour un extraordinaire voyage dans le temps en réalité virtuelle! Plongez en 1682 et suivez André Le Nôtre, le jardinier de Louis XIV, pour une visite inédite de jardins aujourd'hui disparus.;Non précisé;Non précisé;15.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Exposition;EXPOSITION/ LE DOMAINE DE MARLY - VERSAILLES ET MARLY SOUS TERRE;Non applicable;Du 14 juin au 12 octobre 2025, une exposition organisée par le Château de Versailles au Pavillon des chasses présidentielles dans le parc de Marly présente les principaux objets mis au jour lors de chantiers archéologiques menés à Versailles, à Trianon et à Marly depuis 1985, en amont de travaux de restauration ou pour des projets de recherches et d'études.;Pavillon des chasses présidentielles dans le parc de Marly;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Événement;GRANDES EAUX MUSICALES;Non applicable;LES GRANDES EAUX MUSICALES 2025;Jardins;9h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Opéra;ROSSINI: CENDRILLON;Non applicable;Non précisé;Opéra Royal;19h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Visite guidée;VISITE GUIDÉE - APPARTEMENTS PRIVÉS DES ROIS;Non applicable;Découvrez l'atmosphère intime et le décor raffiné des pièces à vivre : la salle à manger, le cabinet de la Pendule et le salon de jeux.;Non précisé;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Activité Famille;VISITE FAMILLE - 24 HEURES DANS LA VIE DE LOUIS XV;Non applicable;Louis XV, homme secret s'est réservé dès sa jeunesse des temps et des lieux à Versailles où il pourrait mener l'existence d'un particulier, en marge de la vie publique.;Non précisé;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Activité Famille;VISITE TOUT PETIT - VERSAILLES DU BOUT DES DOIGTS;Non applicable;Une visite basée sur la manipulation et le toucher des tout-petits avec des outils de médiation évoquant toutes les matières visibles à Versailles;Non précisé;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Visite 18-25 ans;VISITE 18-25 ANS - LIEUX CACHÉS;Non applicable;Portes dérobées, petits passages, appartements très privés... le château possède des lieux "cachés" où les souverains aimaient se retirer.;Non précisé;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Billet combiné;BILLET D'ENTRÉE + VISITE EN RÉALITÉ VIRTUELLE;Non applicable;Découvrez notre offre combinée comprenant un billet d'entrée au choix (Château ou Passeport) + une expérience de réalité virtuelle hors normes.;Non précisé;Non précisé;45.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Billet combiné;BILLET DOMAINE DE TRIANON + TEA TIME (LA PETITE VENISE);faible;Ce billet donne accès au domaine de Trianon: Grand Trianon, Petit Trianon, Hameau de la Reine et leurs jardins ainsi qu'à un Tea Time au restaurant La Petite Venise.;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château matin);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Ouverture Château 9h00;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
11/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château à partir de 11h et 13h);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Accès Château à partir de 11h et 13h;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-11
12/10/2025;Expérience VR;RÉALITÉ VIRTUELLE - LES JARDINS DISPARUS DU ROI SOLEIL;Non applicable;Pour la première fois, le château de Versailles ouvre ses portes pour un extraordinaire voyage dans le temps en réalité virtuelle! Plongez en 1682 et suivez André Le Nôtre, le jardinier de Louis XIV, pour une visite inédite de jardins aujourd'hui disparus.;Non précisé;Non précisé;15.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Exposition;EXPOSITION/ LE DOMAINE DE MARLY - VERSAILLES ET MARLY SOUS TERRE;Non applicable;Du 14 juin au 12 octobre 2025, une exposition organisée par le Château de Versailles au Pavillon des chasses présidentielles dans le parc de Marly présente les principaux objets mis au jour lors de chantiers archéologiques menés à Versailles, à Trianon et à Marly depuis 1985, en amont de travaux de restauration ou pour des projets de recherches et d'études.;Pavillon des chasses présidentielles dans le parc de Marly;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Événement;GRANDES EAUX MUSICALES;Non applicable;LES GRANDES EAUX MUSICALES 2025;Jardins;9h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Opéra;ROSSINI: CENDRILLON;Non applicable;Non précisé;Opéra Royal;15h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Visite guidée;VISITE GUIDÉE - APPARTEMENTS PRIVÉS DES ROIS;Non applicable;Découvrez l'atmosphère intime et le décor raffiné des pièces à vivre : la salle à manger, le cabinet de la Pendule et le salon de jeux.;Non précisé;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Visite guidée;VISITE GUIDÉE - LOUIS-PHILIPPE EN FAMILLE À TRIANON;Non applicable;Louis-Philippe fut le dernier souverain à se consacrer à l'aménagement du Grand Trianon afin d'y installer sa nombreuse famille.;Grand Trianon;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Visite-Concert;VISITE CONCERT - LES CHEFS D'ŒUVRE DE L'ORGUE CLASSIQUE FRANÇAIS;Non applicable;Les organistes de la chapelle royale vous révèlent l'histoire et les secrets du Grand Orgue.;Chapelle Royale;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Activité Famille;ATELIER FAMILLE - SECRET DES DORURES;Non applicable;Que d'ors à Versailles! Depuis les balcons jusqu'aux intérieurs du Château. En atelier, les familles découvrent le métier d'artisan doreur et s'initient à la dorure.;Non précisé;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Activité Famille;VISITE TOUT PETIT - VERSAILLES DU BOUT DES DOIGTS;Non applicable;Une visite basée sur la manipulation et le toucher des tout-petits avec des outils de médiation évoquant toutes les matières visibles à Versailles;Non précisé;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Billet combiné;BILLET D'ENTRÉE + VISITE EN RÉALITÉ VIRTUELLE;Non applicable;Découvrez notre offre combinée comprenant un billet d'entrée au choix (Château ou Passeport) + une expérience de réalité virtuelle hors normes.;Non précisé;Non précisé;45.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Billet combiné;BILLET DOMAINE DE TRIANON + TEA TIME (LA PETITE VENISE);faible;Ce billet donne accès au domaine de Trianon: Grand Trianon, Petit Trianon, Hameau de la Reine et leurs jardins ainsi qu'à un Tea Time au restaurant La Petite Venise.;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château matin);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Ouverture Château 9h00;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
12/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château à partir de 11h et 13h);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Accès Château à partir de 11h et 13h;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-12
13/10/2025;Accès;Jardins;Non applicable;Ouverts au public;LES JARDINS;Ouverts de 7h00 à 20h30;Non précisé;Libre;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-13
13/10/2025;Accès;Parc;faible;Ouvert au public;LE PARC;Ouvert de 7h00 à 20h30;Non précisé;Libre;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-13
13/10/2025;Fermeture;LE CHÂTEAU;Non applicable;Fermé au public;LE CHÂTEAU;Fermé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-13
13/10/2025;Fermeture;LE DOMAINE DE TRIANON;Non applicable;Fermé au public;LE DOMAINE DE TRIANON;Fermé;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-13
14/10/2025;Expérience VR;RÉALITÉ VIRTUELLE - LES JARDINS DISPARUS DU ROI SOLEIL;Non applicable;Pour la première fois, le château de Versailles ouvre ses portes pour un extraordinaire voyage dans le temps en réalité virtuelle! Plongez en 1682 et suivez André Le Nôtre, le jardinier de Louis XIV, pour une visite inédite de jardins aujourd'hui disparus.;Non précisé;Non précisé;15.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Exposition;LE GRAND DAUPHIN (1661-1711), FILS DE ROI, PÈRE DE ROI ET JAMAIS ROI;Non applicable;Cet hiver, le château de Versailles présente une exposition consacrée au Grand Dauphin, fils aîné de Louis XIV. À travers près de 250 œuvres issues de collections françaises et internationales, le parcours retrace la vie de ce prince méconnu, héritier du trône, qui fut au cœur des ambitions dynastiques des Bourbons sans jamais régner, mais dont l'éducation, les résidences et le goût pour les arts témoignent du destin qui lui était promis.;LE CHÂTEAU;Du 14 octobre 2025 au 15 février 2026;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Événement;JARDINS MUSICAUX;Non applicable;LES JARDINS MUSICAUX 2025;Jardins;9h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Opéra;ROSSINI: CENDRILLON;Non applicable;Non précisé;Opéra Royal;20h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Visite guidée;VISITE GUIDÉE - APPARTEMENTS PRIVÉS DES ROIS;Non applicable;Découvrez l'atmosphère intime et le décor raffiné des pièces à vivre : la salle à manger, le cabinet de la Pendule et le salon de jeux.;Non précisé;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Activité Famille;VISITE CONTÉE - MON TOUT PETIT JARDIN;Non applicable;Une visite en douceur pour une première découverte multisensorielle des jardins de Trianon.;Jardins de Trianon;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Billet combiné;BILLET D'ENTRÉE + VISITE EN RÉALITÉ VIRTUELLE;Non applicable;Découvrez notre offre combinée comprenant un billet d'entrée au choix (Château ou Passeport) + une expérience de réalité virtuelle hors normes.;Non précisé;Non précisé;45.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Billet combiné;BILLET DOMAINE DE TRIANON + TEA TIME (LA PETITE VENISE);faible;Ce billet donne accès au domaine de Trianon: Grand Trianon, Petit Trianon, Hameau de la Reine et leurs jardins ainsi qu'à un Tea Time au restaurant La Petite Venise.;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château matin);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Ouverture Château 9h00;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
14/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château à partir de 11h et 13h);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Accès Château à partir de 11h et 13h;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-14
15/10/2025;Expérience VR;RÉALITÉ VIRTUELLE - LES JARDINS DISPARUS DU ROI SOLEIL;Non applicable;Pour la première fois, le château de Versailles ouvre ses portes pour un extraordinaire voyage dans le temps en réalité virtuelle! Plongez en 1682 et suivez André Le Nôtre, le jardinier de Louis XIV, pour une visite inédite de jardins aujourd'hui disparus.;Non précisé;Non précisé;15.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Exposition;LE GRAND DAUPHIN (1661-1711), FILS DE ROI, PÈRE DE ROI ET JAMAIS ROI;Non applicable;Cet hiver, le château de Versailles présente une exposition consacrée au Grand Dauphin, fils aîné de Louis XIV. À travers près de 250 œuvres issues de collections françaises et internationales, le parcours retrace la vie de ce prince méconnu, héritier du trône, qui fut au cœur des ambitions dynastiques des Bourbons sans jamais régner, mais dont l'éducation, les résidences et le goût pour les arts témoignent du destin qui lui était promis.;LE CHÂTEAU;Du 14 octobre 2025 au 15 février 2026;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Événement;JARDINS MUSICAUX;Non applicable;LES JARDINS MUSICAUX 2025;Jardins;9h00;Non précisé;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Visite guidée;VISITE GUIDÉE - APPARTEMENTS PRIVÉS DES ROIS;Non applicable;Découvrez l'atmosphère intime et le décor raffiné des pièces à vivre : la salle à manger, le cabinet de la Pendule et le salon de jeux.;Non précisé;Non précisé;10.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Activité Famille;VISITE TOUT PETIT - VERSAILLES DU BOUT DES DOIGTS;Non applicable;Une visite basée sur la manipulation et le toucher des tout-petits avec des outils de médiation évoquant toutes les matières visibles à Versailles;Non précisé;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Activité Famille;VISITE FAMILLE - PETITS CHASSEURS DE TRÉSORS: LA LETTRE MYSTÉRIEUSE;Non applicable;Tout Versailles est intrigué. Mais quelle est cette lettre qui parle de trésors à Versailles écrite par un petit page vénitien appelé Marco ?;Non précisé;Non précisé;10.00 €;Non précisé;Oui;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Billet combiné;BILLET D'ENTRÉE + VISITE EN RÉALITÉ VIRTUELLE;Non applicable;Découvrez notre offre combinée comprenant un billet d'entrée au choix (Château ou Passeport) + une expérience de réalité virtuelle hors normes.;Non précisé;Non précisé;45.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Billet combiné;BILLET DOMAINE DE TRIANON + TEA TIME (LA PETITE VENISE);faible;Ce billet donne accès au domaine de Trianon: Grand Trianon, Petit Trianon, Hameau de la Reine et leurs jardins ainsi qu'à un Tea Time au restaurant La Petite Venise.;Domaine de Trianon et La Petite Venise;Ouverture Domaine Trianon 12h00;24.00 €;Non précisé;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château matin);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Ouverture Château 9h00;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15
15/10/2025;Parcours suggéré;UNE JOURNÉE À VERSAILLES (accès château à partir de 11h et 13h);moyenne;Laissez-vous guider par notre suggestion de parcours afin de profiter au maximum de votre visite du...;Château et Domaine de Versailles;Accès Château à partir de 11h et 13h;Non précisé;Journée;Non précisé;Non précisé;https://www.chateauversailles.fr/actualites/agenda-chateau-versailles/fr-2025-10-15